region_key,row_pixel,column_pixel
0,22,23
0,22,24
0,22,25
0,23,23
0,23,24
0,23,25
0,24,16
0,24,17
0,24,18
0,24,19
0,24,20
0,24,21
0,24,22
0,24,23
0,24,24
0,24,25
0,24,26
0,24,27
0,25,15
0,25,16
0,25,17
0,25,18
0,25,19
0,25,20
0,25,21
0,25,22
0,25,23
0,25,24
0,25,25
0,25,26
0,25,27
0,26,13
0,26,14
0,26,15
0,26,16
0,26,17
0,26,18
0,26,19
0,26,20
0,26,21
0,26,22
0,26,23
0,26,24
0,26,25
0,26,26
0,26,27
0,27,13
0,27,14
0,27,15
0,27,16
0,27,17
0,27,18
0,27,19
0,27,20
0,27,21
0,27,22
0,27,23
0,27,24
0,27,25
0,27,26
0,27,27
0,28,12
0,28,13
0,28,14
0,28,15
0,28,16
0,28,17
0,28,18
0,28,19
0,28,20
0,28,21
0,28,22
0,28,23
0,28,24
0,28,25
0,28,26
0,28,27
0,29,10
0,29,11
0,29,12
0,29,13
0,29,14
0,29,15
0,29,16
0,29,17
0,29,18
0,29,19
0,29,20
0,29,21
0,29,22
0,29,23
0,29,24
0,29,25
0,29,26
0,29,27
0,29,28
0,30,9
0,30,10
0,30,11
0,30,12
0,30,13
0,30,14
0,30,15
0,30,16
0,30,17
0,30,18
0,30,19
0,30,20
0,30,21
0,30,22
0,30,23
0,30,24
0,30,25
0,30,26
0,30,27
0,30,28
0,31,9
0,31,10
0,31,11
0,31,12
0,31,13
0,31,14
0,31,15
0,31,16
0,31,17
0,31,18
0,31,19
0,31,20
0,31,21
0,31,22
0,31,23
0,31,24
0,31,25
0,31,26
0,31,27
0,31,28
0,31,29
0,32,8
0,32,9
0,32,10
0,32,11
0,32,12
0,32,13
0,32,14
0,32,15
0,32,16
0,32,17
0,32,18
0,32,19
0,32,20
0,32,21
0,32,22
0,32,23
0,32,24
0,32,25
0,32,26
0,32,27
0,32,28
0,32,29
0,33,8
0,33,9
0,33,10
0,33,11
0,33,12
0,33,13
0,33,14
0,33,15
0,33,16
0,33,17
0,33,18
0,33,19
0,33,20
0,33,21
0,33,22
0,33,23
0,33,24
0,33,25
0,33,26
0,33,27
0,33,28
0,33,29
0,33,30
0,34,7
0,34,8
0,34,9
0,34,10
0,34,11
0,34,12
0,34,13
0,34,14
0,34,15
0,34,16
0,34,17
0,34,18
0,34,19
0,34,20
0,34,21
0,34,22
0,34,23
0,34,24
0,34,25
0,34,26
0,34,27
0,34,28
0,34,29
0,34,30
0,34,31
0,35,6
0,35,7
0,35,8
0,35,9
0,35,10
0,35,11
0,35,12
0,35,13
0,35,14
0,35,15
0,35,16
0,35,17
0,35,18
0,35,19
0,35,20
0,35,26
0,35,27
0,35,28
0,35,29
0,35,30
0,35,31
0,35,32
0,36,6
0,36,7
0,36,8
0,36,9
0,36,10
0,36,11
0,36,12
0,36,13
0,36,14
0,36,15
0,36,16
0,36,17
0,36,18
0,36,19
0,36,27
0,36,28
0,36,29
0,36,30
0,36,31
0,36,32
0,37,6
0,37,7
0,37,8
0,37,9
0,37,10
0,37,11
0,37,12
0,37,13
0,37,14
0,37,15
0,37,16
0,37,17
0,37,18
0,37,29
0,37,30
0,37,31
0,37,32
0,38,7
0,38,8
0,38,9
0,38,10
0,38,11
0,38,12
0,38,13
0,38,14
0,38,15
0,38,16
0,38,17
0,38,18
0,39,7
0,39,8
0,39,9
0,39,10
0,39,11
0,39,12
0,39,13
0,39,14
0,39,15
0,39,16
0,40,9
0,40,10
0,40,11
0,40,12
0,40,13
0,40,14
0,40,15
0,40,16
1,34,88
1,34,89
1,34,90
1,34,91
1,34,92
1,35,80
1,35,81
1,35,82
1,35,83
1,35,84
1,35,85
1,35,86
1,35,87
1,35,88
1,35,89
1,35,90
1,35,91
1,35,92
1,36,48
1,36,49
1,36,50
1,36,51
1,36,59
1,36,60
1,36,61
1,36,69
1,36,70
1,36,71
